created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Sep 29 12:49:53 +0000 2023;1707739474514592240;"@tianrdnsyh @txtdrpemerintah IMO kalau narsis kayanya engga bakal b*ndir, kalau narsis mungkin bakal ilangin nyawa orang trus nulis surat ke polisi atau keluarga korban buat nyari dia/ngasih tau kalau dia pelakunya, kecuali dia narsis tapi saat kena kritik pedas dari orang dia langsung depresi dan mutusin…";0;1;0;8;in;1022803579952750593;1707685564563312995;salahObeng;https://twitter.com/salahObeng/status/1707739474514592240
Fri Sep 29 08:50:17 +0000 2023;1707679174767546639;"-rl disini adakah yang yang pernah mengalami patah hati virtual sampai hampir depresi, aku dulu diselingkuhi mantanku, dia juga suka gashlighting dan marah, aku tidak tahan dan akhirnya kami putus, tapi melihat dia di publik berusaha menjadi korban dan membangun imagine  (cont..)";1;4;0;0;in;1331620633726259200;1707679174767546639;ssefnum;https://twitter.com/ssefnum/status/1707679174767546639
Fri Sep 29 07:04:23 +0000 2023;1707652523946066304;"@zanatul_91 @mazzini_gsp @PartaiSocmed Wahh! Parah ini, pak! Semoga korban mendapatkan perlindungan dan pelaku mendapatkan hukum setimpal (kalau bisa berat), karena secara psikologis, ancaman semacam ini bisa membuat trauma korban bahkan berpotensi depresi.";0;0;0;0;in;1395616712800694278;1707645851643031608;Joseph_Wich;https://twitter.com/Joseph_Wich/status/1707652523946066304
Thu Sep 28 01:03:40 +0000 2023;1707199362835923142;"@Widino Makin ngeri skrg☹️, IMO kekerasan bisa dr pribadi/sosial, pribadi krn bs faktor stres, depresi/kelainan jiwa, fktr sosial bs dr akibat konflik di rumah, budaya dll. Jd mrk jg bisa awalnya adalah korban yg akhrya mjd pelaku. Kyknya UU prlngn anak perlu direvisi deh,biar ada beda.";0;0;0;0;in;3285265086;1707177312771563652;Om_Matth;https://twitter.com/Om_Matth/status/1707199362835923142
Wed Sep 27 17:31:39 +0000 2023;1707085605761622383;"@kompascom Dia itu stress dan depresi karena korban bullying tetapi ditutup-tutupi? Soalnya aku juga pernah alaminya";0;0;0;0;in;1534907323407208448;1706914100104909137;cccvp9097;https://twitter.com/cccvp9097/status/1707085605761622383
Wed Sep 27 14:34:01 +0000 2023;1707040904043975144;"Guys kalau kalian dibully tolong speak up ya, sender sedih banget liat korban bullying ga berani speak up bahkan ada yang sampe depresi dan su**ide. Kalau kalian juga punya teman terdekat yang kelihatan pendiam atau susah berbaur tolong dirangkul, bisa aja dia itu  (cont..)";1;2;4;45;in;1209457724599095296;1707040904043975144;DraftAnakUnpad;https://twitter.com/DraftAnakUnpad/status/1707040904043975144
Wed Sep 27 13:26:49 +0000 2023;1707023991238516920;"@widjaya_guna Oalah, lepas kopiah Lo !! Udh salah jalan petantang petenteng Lo!! Hebat Lo?!! Manusia kera , bocil kematian begitu hukum 10 tahun, biar pelajaran buat para pelaku bullying. Itu bisa merusak psikis korban , bisa depresi! Injak muka nya pelaku!!";0;0;0;0;in;2950668752;1706887604325777757;Bambangtulung;https://twitter.com/Bambangtulung/status/1707023991238516920
Wed Sep 27 11:40:22 +0000 2023;1706997202059682026;"Dampak perundungan bisa sangat serius. Korban perundungan sering kali mengalami konsekuensi psikologis yang mendalam, termasuk depresi, kecemasan dan bahkan pemikiran untuk bunuh diri.";0;1;0;1;in;837236450;1706997202059682026;pkbidiy;https://twitter.com/pkbidiy/status/1706997202059682026
Wed Sep 27 10:35:25 +0000 2023;1706980858857759207;"@tanyakanrl Pembulian terjadi diantaranya karena orang" yg harusnya bertindak terhadap laporan pembuli sering abai dan mentolelir pembulian sehingga korban menjadi depresi dan pembuli semakin merasa punya power";0;0;0;0;in;90566189;1706844873046065462;ontagaya;https://twitter.com/ontagaya/status/1706980858857759207
Wed Sep 27 07:12:44 +0000 2023;1706929852832764298;"@convomf Makin kesini kenapa lingkungan sekolah jadi kurang kondusif,  Pelaku mungkin bisa selesai setelah mendapatkan hukuman, Tapi Korban terkadang tidak berakhir demikian,  Akibat dari bully banyak korban menjadi depresi, Merawat orang depresi itu tidak mudah pikir juga disini.";0;0;0;0;in;1180064811150766081;1706879135279382591;D_Aston_;https://twitter.com/D_Aston_/status/1706929852832764298
Wed Sep 27 05:32:41 +0000 2023;1706904673880531272;"Pengaruh bullying ini selain bikin sekolah jadi tempat yang menyeramkan, pembelajaran gak efektif, juga bisa bikin mental sama psikis korban terganggu.  Bahkan saya lihat sendiri ada kasus depresi &amp  schizophrenia karena bertahun-tahun yang lalu jadi korban bullying.";0;0;0;1;in;454913525;1706902912042205543;vishnuvamsa;https://twitter.com/vishnuvamsa/status/1706904673880531272
Wed Sep 27 04:58:58 +0000 2023;1706896188027633698;"Dampak bullying bagi korban yang paling sering terjadi adalah memicu masalah kesehatan mental, seperti gangguan cemas, depresi, hingga post-traumatic stress disorder (PTSD). Pengaruh bullying terhadap kesehatan mental ini biasanya dialami oleh korban dalam jangka waktu panjang.";0;1;0;1;in;1508676971584421889;1706893736129814881;Simbok_Dharmi;https://twitter.com/Simbok_Dharmi/status/1706896188027633698
Wed Sep 27 04:56:02 +0000 2023;1706895449528148333;"Bullying dapat menyebabkan gangguan emosional dan mental pada korban. Mereka mungkin mengalami kecemasan, depresi, stres, dan kehilangan kepercayaan diri. Bullying juga dapat menyebabkan isolasi sosial, perasaan kesepian, dan penurunan kualitas hidup secara keseluruhan.";0;1;0;1;in;1508676971584421889;1706893736129814881;Simbok_Dharmi;https://twitter.com/Simbok_Dharmi/status/1706895449528148333
Mon Sep 25 10:02:04 +0000 2023;1706247691737702680;"@kdrama_menfess heran sih knp yebun ga depresi ya secara dia liat semua 8 korban mati termasuk kakeknya sendiri🙂";0;0;0;0;in;1446364750556762114;1706102705545191709;applepiaaa;https://twitter.com/applepiaaa/status/1706247691737702680
Mon Sep 25 08:37:06 +0000 2023;1706226306541887872;"https://t.co/g5m9FsJxDI  Pria di Kabupaten Madiun Tewas Tertabrak Kereta Api, Diduga Depresi Akibat Diceraikan Istrinya: Saksi menemukan korban tertabrak kereta api sudah dalam keadaan tidak utuh, tergeletak di jalur kereta api wilayah Kecamatan Mejayan,… https://t.co/DHPQ3gvtOl";0;0;0;0;in;1536217758;1706226306541887872;KaltimBerita;https://twitter.com/KaltimBerita/status/1706226306541887872
Mon Sep 25 05:00:38 +0000 2023;1706171830535327865;"Dalam dua hari terakhir, ditemukan dua mayat di Banjarbaru. Ironisnya, sebelum ditemukan meninggal dunia, kedua korban diduga sedang mengalami depresi. https://t.co/bYPlM2dxVI";0;0;1;2;in;534955984;1706171830535327865;radarbanjarmsin;https://twitter.com/radarbanjarmsin/status/1706171830535327865
Mon Sep 25 02:00:13 +0000 2023;1706126429241709013;"Yg gini ini nih, yg bikin pasien (atau lebih tepatnya korban) jadi males ke psikiater, psikiaternya sendiri juga mengadopsi narasi tolol yg sama. Stress, depresi dianggap enteng, hanya doa selesai. Dikira dgn doa sama chara fiksi bisa nyelesaiin masalah? Tolol nih penulisnya.";1;1;0;1;in;232139443;1706126429241709013;jeprince97;https://twitter.com/jeprince97/status/1706126429241709013
Sun Sep 24 04:45:00 +0000 2023;1705805508551315784;"Seorang mahasiswi di salah satu universitas di Banda Aceh ditemukan tewas tergantung di dalam kamar kos di Kecamatan Ulee Kareng, Banda Aceh. Diduga korban bunuh diri karena depresi.  #BunuhDiri #Aceh  https://t.co/j0GG202rwD";0;0;0;1;in;902837643024539651;1705805508551315784;medcom_id;https://twitter.com/medcom_id/status/1705805508551315784
Sun Sep 24 02:21:03 +0000 2023;1705769283886965091;"@convomfs Cowok gak ada beban  Cewek selingkuhannya jadi depresi  Korban selingkuh juga masih anteng aja gak tau kelakuan cowoknya kayak gimana Kasian kalian  Banyakin tobat";0;0;0;0;in;1379823596969730048;1705412627743301887;Cantikbangettau;https://twitter.com/Cantikbangettau/status/1705769283886965091
Sat Sep 23 16:45:00 +0000 2023;1705624314505056285;"Seorang mahasiswi di salah satu universitas di Banda Aceh ditemukan tewas tergantung di dalam kamar kos di Kecamatan Ulee Kareng, Banda Aceh. Diduga korban bunuh diri karena depresi.  #BunuhDiri #Aceh   https://t.co/j0GG201TH5";0;0;0;0;in;902837643024539651;1705624314505056285;medcom_id;https://twitter.com/medcom_id/status/1705624314505056285
Fri Sep 22 23:46:07 +0000 2023;1705367905293230128;"@PartaiSocmed Pinjol KTA mudah yg didalamnya ada Duplikat pinjaman,Pinjol  Money Go yg terkadang ada di playstore dan kdg ngilang.Banyak korban yg depresi,liat aja di FB group,telegram  korban pinjol Niat curhat utk menenangkan diri  tapi kdg mereka  kena tipu joki pinjol.";0;0;0;0;in;1698688607769571328;1705182340539130105;M0m0gyM38108;https://twitter.com/M0m0gyM38108/status/1705367905293230128
Fri Sep 22 11:01:18 +0000 2023;1705175435045413041;"Aceh sudah rawan kasus bunuh diri. Tiga orang korban terakhir adalah mahasiswi. Diduga penyebabnya adalah urusan cinta, depresi, ekonomi.    Question : Zaman yang semakin susah atau manusia yang semakin lemah?.";0;1;0;0;in;750384723088683009;1705175435045413041;seurahasan;https://twitter.com/seurahasan/status/1705175435045413041
Fri Sep 22 01:51:33 +0000 2023;1705037083411423650;"Diduga korban bunuh diri karena depresi, karena kondisi korban saat ini dalam tahap pengobatan. #publisherstory #acehkini https://t.co/ndUsMJhlME";0;0;0;0;in;759692754985242625;1705037083411423650;kumparan;https://twitter.com/kumparan/status/1705037083411423650
Thu Sep 21 04:13:07 +0000 2023;1704710324346314805;"@qinkqonk @joesvult @CNNIndonesia Lahh di bawah naungan OJK bawa²nya, OJK logo paling depan pasangnya. Yg lolosin aplikasi² gini lembaga apa dong ? Klo tampung aduan doang si OJK tanpa  sanksi ke Apk tsb ga ada yg perduli dgn korban pinjol. Wah makin depresi kami korban pinjol ni 🥲😭";0;1;0;0;in;1642457555422302209;1704350266022387896;butuhsolusi_ini;https://twitter.com/butuhsolusi_ini/status/1704710324346314805
Thu Sep 21 03:13:45 +0000 2023;1704695382767538415;"ㅤ ㅤ Maka jangan tanya bila di sana ditemui banyaknya korban bunuh diri hingga depresi. Semua karena kesenjangan sosial yang meninggi, bahkan pemerintah abai terhadap apa yang terjadi, mereka hanya mementingkan negara terkenal daripada sejahterakan warganya. ㅤ ㅤ";0;1;0;0;in;1457603407405981698;1704667496845136245;cIownprincee;https://twitter.com/cIownprincee/status/1704695382767538415
Wed Sep 20 02:22:34 +0000 2023;1704320114135617889;"@PartaiSocmed @adakamiofficial Udah lama lagi... Banyak pinjol2 yang pada main seperti itu... Kalau tidak siap mental dan berani melawan kadang korban akan depresi dan bunuh diri, ada juga yg nekat membunuh psk agar dapat uang buat bayar pinjolnya...";0;0;0;0;in;1589336916238794752;1703970846497497418;Sebastian_Nugr;https://twitter.com/Sebastian_Nugr/status/1704320114135617889
Tue Sep 19 07:01:12 +0000 2023;1704027847478931597;"@kompascom Sudah pernah diperkosa sama pelaku juga sudah trauma, ini hidup bareng sama pelaku apag ga jadi gila depresi tuh korban.";0;0;0;0;in;1145546732;1703733872264204577;DeliStanz;https://twitter.com/DeliStanz/status/1704027847478931597
Mon Sep 18 13:38:33 +0000 2023;1703765452818948456;"aku jd korban bully dr sd-smp yg bener² bikin mental aku down. lagi dan lagi aku kepikiran utk mengakhiri hidup disaat tahun 2019. masuk lah aku ke rs, katanya emang dek kamu depresi kalau bisa jauhin ya sama apa yg buat kamu sakit hati";0;1;0;0;in;1682770972905177089;1703765444564578384;jeozwett;https://twitter.com/jeozwett/status/1703765452818948456
Mon Sep 18 07:43:23 +0000 2023;1703676072439709847;"Namun tampak ketegaran anak Palestina menyelamatkan rumahnya dari kepungan air dengan menggunakan alat seadanya, meski dilain sisi ada juga puluhan korban depresi yang ditangani oleh tim Rescue Palestina di Gaza akibat bencana banjir ini. https://t.co/N7MYJg5vTx";0;1;0;0;in;1391878264285589504;1703676064487424511;KNRPOfficial;https://twitter.com/KNRPOfficial/status/1703676072439709847
Mon Sep 18 07:38:49 +0000 2023;1703674926807519416;"@tanyakanrl Ni laporin aja ke kakakmu...mas, istrimu tuh kasihlah babysitter...kok kayanya kasihan urus anak sendirian. Mungkin kk iparmu bner2 btuh bantuan tapi gbsa ngomong baik2 🤧 drpd depresi, ponakanmu jd korban. Mending lapor bapaknya, dia yg bikin.";0;0;0;0;in;1693471222183690240;1703624897132626052;YuYura381129;https://twitter.com/YuYura381129/status/1703674926807519416
Sun Sep 17 13:15:14 +0000 2023;1703397198321631542;"Chapter 41 :  songran dapat penghargaan di bidang jurnalistik setelah sukses mengabadikan potret suram peperangan, dapat penghargaan tapi mentalnya jadi korban, kena guncangan hebat, yg kemudian bikin dia didiagnosis depresi berat, mulai banyak nangis";0;1;0;0;in;1680151274745114624;1703042389143846937;cheesecakemalt;https://twitter.com/cheesecakemalt/status/1703397198321631542
Sat Sep 16 22:52:52 +0000 2023;1703180177722007589;"@tanyarlfes - "Wah ada bullying yang menyebabkan depresi berat pada korbannya" - "Masyarakat" : _uses jurus menyalahkan korban karena dianggap lemah dan tidak bisa melawan+jurus kurang ibadah - *it doesn't work";0;0;0;0;in;879854150778986496;1703069858752323753;koootoshidayo;https://twitter.com/koootoshidayo/status/1703180177722007589
Sat Sep 16 13:03:22 +0000 2023;1703031824887468138;"Juru Bicara Tim Rescue Palestina di Gaza Mahmud Bashal mengatakan, para petugasnya telah menangani puluhan korban, akibat depresi atas banjir yang menghantam Gaza, sejak Rabu (11/9/2023) pagi.";0;1;0;0;in;1391878264285589504;1703031814645002603;KNRPOfficial;https://twitter.com/KNRPOfficial/status/1703031824887468138
Fri Sep 15 23:38:49 +0000 2023;1702829352134836274;"Korban yang merupakan seorang duda asal Desa Pohsanten, Kecamatan Mendoyo, Jembrana ini, nekat mengakhiri hidupnya karena diduga depresi setelah cerai dengan istrinya. https://t.co/njqyTFfLHG - Diduga Depresi, Duda Gantung Diri di Tepi Sungai https://t.co/oEHDcCVzpj";0;0;0;0;in;2655442453;1702829352134836274;nusabalicom;https://twitter.com/nusabalicom/status/1702829352134836274
Fri Sep 15 03:45:55 +0000 2023;1702529150718755159;"Seorang perempuan di Serang Banten, menderita depresi berat setelah diperkosa oleh 5 orang pria. Tidak hanya itu, korban juga menderita penyakit menular seksual. Polisi baru menangkap satu orang tersangka pelaku. https://t.co/ns6OyEQkD6 https://t.co/hteH2ABF4D";0;0;0;0;in;3306771829;1702529150718755159;CNNIDdaily;https://twitter.com/CNNIDdaily/status/1702529150718755159
Thu Sep 14 14:16:33 +0000 2023;1702325466773045329;"@itsdeemyeente wallahu alam sih, klo emg dijadiin target buat korban pesugihan gtu atau emg dia depresi trus su*cide gtu yaa gatauu akk 😭";0;0;0;0;in;1103613053172502528;1702307708953833896;heartlessera_;https://twitter.com/heartlessera_/status/1702325466773045329
Thu Sep 14 09:29:29 +0000 2023;1702253222659035620;"Judi Online Makan Korban, Mahasiswa Nekat Lucuti Semua Pakaian di Depan Bandara Bali, Diduga Depresi   https://t.co/HpnUx8QTsN";0;0;0;0;in;62766815;1702253222659035620;sriwijayapost;https://twitter.com/sriwijayapost/status/1702253222659035620
Wed Sep 13 15:26:06 +0000 2023;1701980579246580151;"@whensaid___ Dia yang selingkuh dia yang bahagia, adil banget dunia si korban malah dibuat depresi dan menderita.";0;0;0;0;in;1701979837274169344;1701746040758739205;agilpaaaaa;https://twitter.com/agilpaaaaa/status/1701980579246580151
Wed Sep 13 04:26:58 +0000 2023;1701814703125909915;"Sam, anak perempuan dari pernikahan Kawa dan Aruna. Anak yang menjadi korban atas ketidakhadiran Kawa di antara nenek (Ibu Kawa) dan Aruna yang tak pernah sepaham. Sam tumbuh di antara kehidupan yang memaksanya untuk selalu mengikuti keinginan Aruna hingga ia depresi. https://t.co/Yz4qu4FeG8";0;1;0;0;in;1532443532;1701814676202594485;wike_whee;https://twitter.com/wike_whee/status/1701814703125909915
Tue Sep 12 23:00:01 +0000 2023;1701732424764252180;""...perempuan yang menjadi korban akan mengalami trauma yang sangat dahsyat, sejumlah perempuan menjadi stress, depresi bahkan gila karena penderitaan secara psikis."  https://t.co/lW3iPeiIdi";0;0;0;0;in;950721219459862529;1701732424764252180;FKP_Indonesia;https://twitter.com/FKP_Indonesia/status/1701732424764252180
Tue Sep 12 11:43:58 +0000 2023;1701562292444516558;"@mardiasih kayak pas kerja kepikiran "andai saja kemarin engga diperibet olehku mungkin dia(korban) masih hidup" lalu akhirnya terngiang ngiang trs sampe depresi trus bunuh diri gt";0;0;0;0;in;996306334759895040;1701464288152756408;ridhwanajaa;https://twitter.com/ridhwanajaa/status/1701562292444516558
Tue Sep 12 03:29:20 +0000 2023;1701437814909587690;"@peachyddeo Editannya paling suka yang ini sih sunjay sama sunsun Au yang paling di suka trainee x idol  Sumpah bikin nangis tapi real banget gitu dunia ya cuma buat orang 'besar'  Real juga buat korban sexual harassment bingung Karna pelakunya orang 'besar'  bikin depresi sampe suicide https://t.co/Yr99nE9rN5";1;1;0;2;in;1579429816054714368;1701250772787483023;Jungyang_;https://twitter.com/Jungyang_/status/1701437814909587690
Mon Sep 11 11:04:42 +0000 2023;1701190023021023386;"Kenakalan remaja menurutku bolos pelajaran matematika sekali (jangan banyak-banyak) trus makan mie di kantin.  Bullying itu tindak kriminal. Dampaknya besar untuk korban. Salah satu contoh dampak kecilnya itu sering bolos sekolah, dampak besarnya trauma, depresi, bahkan suicid*l";0;0;0;0;in;1682725970070085632;1701189149330661611;ansmitaaa;https://twitter.com/ansmitaaa/status/1701190023021023386
Mon Sep 11 10:58:05 +0000 2023;1701188356280099106;"Takut disalahkan, takut akan dendam orang tua rama, takut mereka yang akan menjadi korban selanjutnya. Perasaan itu bercampur aduk jadi satu, sampai2 membuat ketiganya menjadi depresi.";0;1;0;15;in;1185163272032403458;1696136603373318316;rasth140217;https://twitter.com/rasth140217/status/1701188356280099106
Mon Sep 11 05:57:14 +0000 2023;1701112644059726086;"@kittenclaay apapun latar belakang yang menyebabkan itu terjadi merupakan sebuah konflik pribadi, jika ancaman seperti itu timbul akibat dari si korban yang menjadi korban bisa menimbulakan traumatik yang mendalam, depresi, yang berakibat melenyapkan nyawa karena tekanan emosional yg mendalam";0;1;0;0;in;1160205307420672000;1700775244007616626;PrinceRahmann;https://twitter.com/PrinceRahmann/status/1701112644059726086
Sun Sep 10 10:29:29 +0000 2023;1700818770665799940;"@hateargon Asli pasti korban depresi bgt, aku prnah ke prank di tahun 2018 aja masih kepikiran sampe skrg";0;0;0;0;in;1623577097909436416;1700814329103454718;FawaaZen;https://twitter.com/FawaaZen/status/1700818770665799940
Sat Sep 09 11:43:12 +0000 2023;1700474934118809733;"Perspektif masyarakat dan hukum kejahatan seksual yg lemah seperti inilah yg membuat para korban sulit utk melaporkan kejahatan dan terkadang malah ada yg memilih mengakhiri hidupnya karena depresi";0;1;0;0;in;1638143622460891137;1698186291962315095;Nomu_cimcim;https://twitter.com/Nomu_cimcim/status/1700474934118809733
Tue Sep 05 03:30:44 +0000 2023;1698901451811266827;"bisa²nya mimpi beneran korona lagi dan banyak korban berjatuhan.  is that the real my biggest fear? kek anjir gue ga mau lagi ngerasain lock down, ngangong² kuliah onlen, rebahan 24/7 depresi ga punya temen ngobrol";0;0;0;0;in;1453587393093595139;1698901451811266827;deluxiuz;https://twitter.com/deluxiuz/status/1698901451811266827
Tue Sep 05 00:30:05 +0000 2023;1698855987992822263;"@generasiphi9 Phi, tp di negara kita revenge porn dah kaya habit ketika orang udah kecewa sama psangannya psti ancemannya nyebari foto foto porn nya, bnyk bgt korban yg sampai depresi dan rusak masa depannya. Kalau di luar ambil foto orang tanpa ijin bisa dilaporin ke kepolisian ya. Makanya di…";0;1;0;1;in;233470506;1698787897367793996;valiisaa;https://twitter.com/valiisaa/status/1698855987992822263
Sun Sep 03 19:54:54 +0000 2023;1698424348846207290;"@sseuregioppa_ @NetflixID Njirrrr seriusannn yg begitu d sebut tuluss?? Ada kesempatan ketemu bukannya tanya kabar apa gmna ini langsung main masuk2in aja sampe beranakk yg begitu d sebut tuluss?? Justru d sini tuh yg paling jadi korban tuhh si momii, depresi hikss";0;0;0;0;in;1614105253007491073;1693563596427640904;Viss_RyccA8;https://twitter.com/Viss_RyccA8/status/1698424348846207290
Sun Sep 03 18:45:06 +0000 2023;1698406780739694846;"@Deviezta08 @tanyakanrl Kaya apa depresi dan trauma nya itu si korban ya😭😭😭";0;1;0;8;in;1352399774922674179;1698362717181235601;yulidearest;https://twitter.com/yulidearest/status/1698406780739694846
Sun Sep 03 05:24:42 +0000 2023;1698205356646924702;"@Minang_cyber @PDemokrat @Demokrat_TV @PKSejahtera @ajengcute16__ si @ajengcute16__  sudah stresss jelang depresi ! teriak2 korban pengkhianatan biar dapat empati ! yg didapat bukan rasa simpatik tp muak kita liat mereka haha...";0;0;0;1;in;3928710913;1698181778287329568;satrialingkar;https://twitter.com/satrialingkar/status/1698205356646924702
Sun Sep 03 00:56:11 +0000 2023;1698137780654887403;"Tergantung mental org jg, ada yg kuat berada di dunia spt itu dan memaklumi tanpa ikut terjun .. ada jg yg depresi krn jd korban keganasan dunia usaha 🤷🏽‍♀️";0;0;0;0;in;423932239;1698137773470019988;Santjog;https://twitter.com/Santjog/status/1698137780654887403
Fri Sep 01 04:02:30 +0000 2023;1697459894289650055;"Ehhhh drama rowoon yg baru lucu banget anjir, mau galau abis putus malah jadi korban salah pelet wkwk "gue harusnya sedih depresi abis putus, malah mencintaimu" fakk ketawa banget 😭😭";0;1;0;0;in;1014557391310819328;1697459894289650055;atmakanagara;https://twitter.com/atmakanagara/status/1697459894289650055
Thu Aug 31 10:44:06 +0000 2023;1697198569458209176;"Yang lebih miris, NI dan P dipaksa ayahnya untuk dipasang implan dan minum pil KB guna menghindari kedua korban hamil. Selain memperkosa kedua putrinya AM juga diduga melecehkan keponakan dari AM berinisial NF (8). Akibat perbuatan durjana sang ayah, NI &amp  P mengalami depresi. https://t.co/gtMVK5bf5g";0;1;0;4;in;889895805611409408;1697198524939825620;misterdetektif;https://twitter.com/misterdetektif/status/1697198569458209176
Wed Aug 30 17:43:49 +0000 2023;1696941808373346443;"lu mah mending masi bisa dibantu kaka, lah gue anak bungsu tp ga pernah dikasih bantuan sama kaka sampe depresi sendiri  lu mah mending ga takut apa apa, gue ketemu cowo aja takut ggra jdi korban P";0;1;0;0;in;1456144772704268290;1696941792070087020;risolmayo26;https://twitter.com/risolmayo26/status/1696941808373346443
Wed Aug 30 15:08:10 +0000 2023;1696902636803354949;"Beberapa hari ini mood parah banget. Semua serba salah. Pucaknya hari ini bener-bener ga kuat. Sensian. Anxiety kambuh. Depresi kambuh. Tau-tau abis magrib ngecek ternyata haid.  Cuma mau bilang MOHON MAAP LAHIR DAN BATIN (terutama paksu yang jadi korban) 😭😭🙏";0;0;0;0;in;1524740111094943744;1696902636803354949;Itnaivonn;https://twitter.com/Itnaivonn/status/1696902636803354949
Tue Aug 29 17:59:05 +0000 2023;1696583260988641355;"Ya gpp sie, kl km yg s word berarti km bisa ngerasain ap yg korban km rasain krna depresi data ny mau di sebar. Udh deh ah kurang²in, drpd ujungny km di kasusin tar rame lagi loh ini trending di X. 😂";0;0;0;2;in;1433291917018558468;1696583260988641355;Hazelnutxha;https://twitter.com/Hazelnutxha/status/1696583260988641355
Tue Aug 29 17:21:49 +0000 2023;1696573882730430740;"@kegblgnunfaedh Kalau keluarga nya nga terima dan balik menyerang bagaimana Paspamres tolol ,kalau gua jd pihak korban gua habisin tu satu persatu keluarga lu bangsat sampe depresi";0;0;0;0;in;1690752679289724928;1696458191788495047;mufid_ahma5440;https://twitter.com/mufid_ahma5440/status/1696573882730430740
Tue Aug 29 08:00:38 +0000 2023;1696432658736205918;"Aku jd nonton dong video2nya. Yang aku heran itu semua maki2 dia, including emaknya sendiri. Aku yg baca2 komen aja depresi apalagi tuh anak ya? Kl liat di film korban bully itu banyak yg bunuh diri. Gmn kl akhirnya itu bisa terjadi?";0;1;0;0;in;123128997;1696432657435926639;__i_am_no_one__;https://twitter.com/__i_am_no_one__/status/1696432658736205918
Mon Aug 28 09:26:15 +0000 2023;1696091815957688474;"Eka menilai, kasus perundungan memberikan dampak negatif pada korban. Baginya, hal itu akan mempengaruhi dari psikis maupun fisik korban seperti penurunan kesehatan, depresi, trauma bahkan melakukan bunuh diri. https://t.co/voQgGPCNAE";0;1;6;13;in;1915742712;1696091815957688474;TVMuhammadiyah;https://twitter.com/TVMuhammadiyah/status/1696091815957688474
Mon Aug 28 03:53:41 +0000 2023;1696008121133764632;"@MahkamahAgung Berkaca dari kejadian tersebut dan rekam jejak Hakim Yakobus bebaskan Bripka Hendra penembak aktivis Efendi saat demo. Jika kedepan pihak korban minta ganti Ketua Majelis Hakim ke PT Sulteng harap kabulkan. Jangan ada lagi keluarga korban yg malah depresi karena putusan hakim. https://t.co/bRyUVmdXMt";1;3;73;271;in;1226038913707282433;1695995944175890861;mazzini_gsp;https://twitter.com/mazzini_gsp/status/1696008121133764632
Sun Aug 27 20:43:19 +0000 2023;1695899818768715937;"Ga bisa hanya dijawab pro atau kontra. Itu aborsinya provokatus medisinalis apa kriminalis. IMHO, selain indikasi medis, semuanya aku kontra. Bahkan bila alasan sosial sekalipun. Eksepsi dari statemen ini masih panjang penjelasannya, seperti misal korban perkosaan+depresi berat";0;0;0;0;in;1687333621802393601;1695899818768715937;nyariwifi;https://twitter.com/nyariwifi/status/1695899818768715937
Sun Aug 27 00:54:10 +0000 2023;1695600557925572692;"@rmol_id Ilegal dan legal spt jaringan, legal rasa ilegal itu hampir sama cara penagihannya, kasihan sudah banyak korban, DC dan FC sudah mirip preman2 jalanan cara penagihannya, kasihan banyak korban tertekan, depresi, ekonomi keluarga hancur.";0;0;1;0;in;2677966309;1695594363391517056;rendrasejati;https://twitter.com/rendrasejati/status/1695600557925572692
Sat Aug 26 18:48:56 +0000 2023;1695508643180150830;"@Heraloebss Tolong dong sekolah sekolah bikin catatan redflag dan kriminal siswa! Mereka ga pantes punya masa depan!!!! Biar semua sekolah nolak mereka!! Plis kerjasamanya Bikin mereka depresi ga berpendidikan jobless biar ngerasain siksaan kaya korban tp perlahan";0;0;0;3;in;1561185805611069441;1695309147808678383;recehanalfamart;https://twitter.com/recehanalfamart/status/1695508643180150830
Sat Aug 26 04:08:59 +0000 2023;1695287197010935884;"Bullying dapat menyebabkan dampak negatif bagi korban maupun pelaku, seperti trauma, depresi, rendah diri, hingga kekerasan fisik.";0;1;0;0;in;1687998499135385600;1695287153763459107;Brainevotest;https://twitter.com/Brainevotest/status/1695287197010935884
Fri Aug 25 10:45:50 +0000 2023;1695024681173369172;"Depresi jadi Korban Bully, Selebgram ini Nekat Akhiri Hidupnya Dengan Minum Detergen   https://t.co/m1oqVmINGG via @tribunnews";0;0;0;0;in;142305302;1695024681173369172;tribunmedan;https://twitter.com/tribunmedan/status/1695024681173369172
Fri Aug 25 10:36:07 +0000 2023;1695022236334473530;"@dhemit_is_back @PolresJember kasihan korban pak, butuh perhatian khusus untuk menangani depresi nya, saya turut prihatin atas apa yang menimpa korban dan juga sangat prihatin atas hukum di indonesia";0;0;0;1;in;1347368385105985537;1695019799636779194;C4L0N_Mayit;https://twitter.com/C4L0N_Mayit/status/1695022236334473530
Fri Aug 25 10:14:09 +0000 2023;1695016706115293345;"Biadab, Ditinggal Istri Kerja jadi TKW, Suami Perkosa Dua Anak Kandungnya Hingga Korban Depresi   https://t.co/fc00yrhQZb via @tribunnews";0;0;0;0;in;142305302;1695016706115293345;tribunmedan;https://twitter.com/tribunmedan/status/1695016706115293345
